State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes
SD,G4600030,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600050,Huron Regional Arpt,726540,44.4,-98.22,57350
NE,G4600070,Valentine Miller Field,725670,42.87,-100.55,69201
SD,G4600090,Chan Gurney Muni,726525,42.92,-97.38,
SD,G4600110,Brookings  Awos,726515,44.3,-96.82,57006
SD,G4600130,Aberdeen Regional Arpt,726590,45.45,-98.42,
SD,G4600150,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600170,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600190,Ellsworth Afb,726625,44.15,-103.1,57706
SD,G4600210,Mobridge,726685,45.53,-100.43,57601
SD,G4600230,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600250,Watertown Municipal Ap,726546,44.93,-97.15,57201
SD,G4600270,Chan Gurney Muni,726525,42.92,-97.38,
SD,G4600290,Watertown Municipal Ap,726546,44.93,-97.15,57201
SD,G4600310,Mobridge,726685,45.53,-100.43,57601
SD,G4600330,Rapid City Regional Arpt,726620,44.05,-103.05,
SD,G4600350,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600370,Watertown Municipal Ap,726546,44.93,-97.15,57201
SD,G4600390,Brookings  Awos,726515,44.3,-96.82,57006
SD,G4600410,Mobridge,726685,45.53,-100.43,57601
SD,G4600430,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600450,Aberdeen Regional Arpt,726590,45.45,-98.42,
SD,G4600470,Rapid City Regional Arpt,726620,44.05,-103.05,
SD,G4600490,Aberdeen Regional Arpt,726590,45.45,-98.42,
MN,G4600510,Wheaton Ndb  Awos,727533,45.7,-96.5,
NE,G4600530,O Neill Baker Field,725566,42.47,-98.68,
SD,G4600550,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600570,Watertown Municipal Ap,726546,44.93,-97.15,57201
SD,G4600590,Huron Regional Arpt,726540,44.4,-98.22,57350
SD,G4600610,Mitchell  Awos,726545,43.77,-98.03,
ND,G4600630,Dickinson Municipal Ap,727645,46.8,-102.8,
SD,G4600650,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600670,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600690,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600710,Rapid City Regional Arpt,726620,44.05,-103.05,
SD,G4600730,Huron Regional Arpt,726540,44.4,-98.22,57350
SD,G4600750,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600770,Brookings  Awos,726515,44.3,-96.82,57006
SD,G4600790,Brookings  Awos,726515,44.3,-96.82,57006
SD,G4600810,Ellsworth Afb,726625,44.15,-103.1,57706
SD,G4600830,Sioux Falls Foss Field,726510,43.58,-96.75,
SD,G4600850,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4600870,Sioux Falls Foss Field,726510,43.58,-96.75,
SD,G4600890,Aberdeen Regional Arpt,726590,45.45,-98.42,
SD,G4600910,Aberdeen Regional Arpt,726590,45.45,-98.42,
SD,G4600930,Ellsworth Afb,726625,44.15,-103.1,57706
NE,G4600950,Valentine Miller Field,725670,42.87,-100.55,69201
SD,G4600970,Mitchell  Awos,726545,43.77,-98.03,
SD,G4600990,Sioux Falls Foss Field,726510,43.58,-96.75,
SD,G4601010,Brookings  Awos,726515,44.3,-96.82,57006
SD,G4601020,Rapid City Regional Arpt,726620,44.05,-103.05,
SD,G4601030,Ellsworth Afb,726625,44.15,-103.1,57706
ND,G4601050,Dickinson Municipal Ap,727645,46.8,-102.8,
SD,G4601070,Mobridge,726685,45.53,-100.43,57601
MN,G4601090,Wheaton Ndb  Awos,727533,45.7,-96.5,
SD,G4601110,Mitchell  Awos,726545,43.77,-98.03,
SD,G4601150,Aberdeen Regional Arpt,726590,45.45,-98.42,
SD,G4601170,Pierre Municipal Ap,726686,44.38,-100.28,57501
SD,G4601190,Pierre Municipal Ap,726686,44.38,-100.28,57501
NE,G4601210,Valentine Miller Field,725670,42.87,-100.55,69201
NE,G4601230,Ainsworth Municipal,725556,42.58,-100,
SD,G4601250,Sioux Falls Foss Field,726510,43.58,-96.75,
IA,G4601270,Le Mars,725484,42.78,-96.2,51057
SD,G4601290,Mobridge,726685,45.53,-100.43,57601
SD,G4601350,Chan Gurney Muni,726525,42.92,-97.38,
SD,G4601370,Mobridge,726685,45.53,-100.43,57601
TN,G4700010,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700030,Nashville International Ap,723270,36.12,-86.68,37214
KY,G4700050,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4700070,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4700090,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700110,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4700130,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700150,Nashville International Ap,723270,36.12,-86.68,37214
KY,G4700170,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
TN,G4700190,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
TN,G4700210,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4700230,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
KY,G4700250,London Corbin Ap,724243,37.08,-84.08,40744
TN,G4700270,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4700290,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700310,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4700330,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
TN,G4700350,Crossville Memorial Ap,723265,35.95,-85.08,38555
TN,G4700370,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4700390,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
TN,G4700410,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
KY,G4700430,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4700450,Dyersburg Municipal Ap,723347,36.02,-89.4,38024
TN,G4700470,Memphis International Ap,723340,35.07,-89.98,38131
TN,G4700490,Crossville Memorial Ap,723265,35.95,-85.08,38555
TN,G4700510,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4700530,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
TN,G4700550,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4700570,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700590,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
TN,G4700610,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4700630,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700650,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4700670,Bristol Tri City Airport,723183,36.47,-82.4,38137
TN,G4700690,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
AL,G4700710,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661
TN,G4700730,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
TN,G4700750,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
TN,G4700770,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
KY,G4700790,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
TN,G4700810,Nashville International Ap,723270,36.12,-86.68,37214
KY,G4700830,Fort Campbell Aaf,746710,36.67,-87.48,42223
KY,G4700850,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4700870,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4700890,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
VA,G4700910,Abington,724058,36.68,-82.03,24211
TN,G4700930,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4700950,Dyersburg Municipal Ap,723347,36.02,-89.4,38024
TN,G4700970,Dyersburg Municipal Ap,723347,36.02,-89.4,38024
TN,G4700990,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701010,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701030,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701050,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4701070,Crossville Memorial Ap,723265,35.95,-85.08,38555
TN,G4701090,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
KY,G4701110,Bowling Green Warren Co Ap,746716,36.98,-86.43,42103
TN,G4701130,Jackson Mckellar Sipes Regl A,723346,35.6,-88.92,38391
TN,G4701150,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4701170,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701190,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701210,Crossville Memorial Ap,723265,35.95,-85.08,38555
TN,G4701230,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
KY,G4701250,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4701270,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701290,Crossville Memorial Ap,723265,35.95,-85.08,38555
KY,G4701310,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
TN,G4701330,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
KY,G4701350,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4701370,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4701390,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4701410,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4701430,Crossville Memorial Ap,723265,35.95,-85.08,38555
TN,G4701450,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4701470,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701490,Nashville International Ap,723270,36.12,-86.68,37214
KY,G4701510,London Corbin Ap,724243,37.08,-84.08,40744
TN,G4701530,Chattanooga Lovell Field Ap,723240,35.03,-85.2,37421
TN,G4701550,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4701570,Memphis International Ap,723340,35.07,-89.98,38131
TN,G4701590,Nashville International Ap,723270,36.12,-86.68,37214
KY,G4701610,Fort Campbell Aaf,746710,36.67,-87.48,42223
TN,G4701630,Bristol Tri City Airport,723183,36.47,-82.4,38137
TN,G4701650,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701670,Memphis International Ap,723340,35.07,-89.98,38131
TN,G4701690,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701710,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
TN,G4701730,Knoxville Mcghee Tyson Ap,723260,35.82,-83.98,37701
TN,G4701750,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4701770,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4701790,Bristol-Tri-Cities Rgnl AP,723350,36.467,-82.4,
AL,G4701810,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661
KY,G4701830,Paducah Barkley Regional Ap,724350,37.05,-88.77,42086
TN,G4701850,Crossville Meml AP-Whitson Field,723250,35.95,-85.083,38555
TN,G4701870,Nashville International Ap,723270,36.12,-86.68,37214
TN,G4701890,Nashville International Ap,723270,36.12,-86.68,37214
TX,G4800010,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4800030,Midland International Ap,722650,31.95,-102.18,79712
TX,G4800050,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4800070,Rockport Aransas Co,722524,28.08,-97.05,78382
TX,G4800090,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311
TX,G4800110,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4800130,San Antonio Stinson,722523,29.33,-98.47,78235
TX,G4800150,Houston D W  Hooks,722429,30.07,-95.55,77379
NM,G4800170,Clovis Muni   Awos,722689,34.43,-103.08,88135
TX,G4800190,Hondo Municipal Ap,722533,29.37,-99.17,78861
TX,G4800210,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705
TX,G4800230,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4800250,Corpus Christi Intl Arpt  Ut,722510,27.88,-97.63,78426
TX,G4800270,Killeen Muni  Awos,722575,31.08,-97.68,76548
TX,G4800290,San Antonio Intl Ap,722530,29.53,-98.47,
TX,G4800310,Camp Mabry,722544,30.32,-97.77,78731
TX,G4800330,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4800350,Waco Regional Ap,722560,31.62,-97.23,76702
AR,G4800370,Texarkana Webb Field,723418,33.45,-94,71854
TX,G4800390,Houston-Hobby AP,722440,29.65,-95.283,77061
TX,G4800410,College Station-Easterwood AP,747460,30.583,-96.367,77862
TX,G4800430,Marfa Ap,722640,30.37,-104.02,79843
TX,G4800450,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4800470,Kingsville,722516,27.5,-97.82,78316
TX,G4800490,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4800510,College Station Easterwood Fl,722445,30.58,-96.37,77862
TX,G4800530,Georgetown  Awos,722547,30.68,-97.68,78628
TX,G4800550,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705
TX,G4800570,Palacios Municipal Ap,722555,28.72,-96.25,77465
TX,G4800590,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4800610,Brownsville S Padre Isl Intl,722500,25.9,-97.43,
TX,G4800630,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684
TX,G4800650,Amarillo International Ap  Can,723630,34.99,-101.9,79015
AR,G4800670,Texarkana Webb Field,723418,33.45,-94,71854
TX,G4800690,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4800710,Houston Ellington Afb  Clear L,722436,29.57,-95.09,77508
TX,G4800730,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4800750,Childress Municipal Ap,723604,34.43,-100.28,79201
TX,G4800770,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311
TX,G4800790,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4800810,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4800830,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4800850,Dallas Addison Arpt,722598,32.97,-96.83,75001
TX,G4800870,Childress Muni AP,723660,34.433,-100.283,79201
TX,G4800890,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4800910,Randolph Afb,722536,29.53,-98.28,78150
TX,G4800930,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4800950,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4800970,Fort Worth Alliance,722594,32.98,-97.32,76177
TX,G4800990,Fort Hood,722570,31.13,-97.72,76541
TX,G4801010,Childress Municipal Ap,723604,34.43,-100.28,79201
TX,G4801030,Midland International Ap,722650,31.95,-102.18,79712
TX,G4801050,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4801070,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4801090,Marfa Ap,722640,30.37,-104.02,79843
TX,G4801110,Dalhart Municipal Ap,722636,36.02,-102.55,79022
TX,G4801130,Dallas Love Field,722583,32.85,-96.85,75235
TX,G4801150,Midland International Ap,722650,31.95,-102.18,79712
TX,G4801170,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4801190,Cox Fld,722587,33.63,-95.45,75416
TX,G4801210,Dallas Fort Worth Intl Ap,722590,32.9,-97.02,75261
TX,G4801230,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4801250,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4801270,Cotulla Faa Ap,722526,28.45,-99.22,78014
TX,G4801290,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4801310,Alice Intl Ap,722517,27.73,-98.03,78332
TX,G4801330,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4801350,Midland International Ap,722650,31.95,-102.18,79712
TX,G4801370,Del Rio Laughlin Afb,722615,29.37,-100.78,78843
TX,G4801390,Dallas Redbird Arpt,722599,32.68,-96.87,75237
TX,G4801410,El Paso International Ap  Ut,722700,31.77,-106.5,79902
TX,G4801430,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4801450,Mc Gregor  Awos,722563,31.48,-97.32,
TX,G4801470,Greenville Majors,722588,33.07,-96.07,75402
TX,G4801490,College Station Easterwood Fl,722445,30.58,-96.37,77862
TX,G4801530,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4801550,Childress Municipal Ap,723604,34.43,-100.28,79201
TX,G4801570,Houston-Hobby AP,722440,29.65,-95.283,77061
TX,G4801590,Cox Fld,722587,33.63,-95.45,75416
TX,G4801610,Waco Regional Ap,722560,31.62,-97.23,76702
TX,G4801630,Cotulla Faa Ap,722526,28.45,-99.22,78014
TX,G4801650,Midland International Ap,722650,31.95,-102.18,79712
TX,G4801670,Houston Ellington Afb  Clear L,722436,29.57,-95.09,77508
TX,G4801690,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4801710,San Antonio Intl Ap,722530,29.53,-98.47,
TX,G4801730,Midland International Ap,722650,31.95,-102.18,79712
TX,G4801750,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4801770,Randolph Afb,722536,29.53,-98.28,78150
TX,G4801790,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4801810,Dallas Addison Arpt,722598,32.97,-96.83,75001
TX,G4801830,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684
TX,G4801850,College Station-Easterwood AP,747460,30.583,-96.367,77862
TX,G4801870,Randolph Afb,722536,29.53,-98.28,78150
TX,G4801890,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4801910,Childress Muni AP,723660,34.433,-100.283,79201
TX,G4801930,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4801950,Dalhart Municipal Ap,722636,36.02,-102.55,79022
TX,G4801970,Childress Municipal Ap,723604,34.43,-100.28,79201
TX,G4801990,Port Arthur Jefferson County,722410,29.95,-94.02,77705
TX,G4802010,Houston Bush Intercontinental,722430,30,-95.37,77073
LA,G4802030,Shreveport Regional Arpt,722480,32.45,-93.82,71109
TX,G4802050,Dalhart Muni AP,747360,36.017,-102.55,79022
TX,G4802070,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4802090,Austin Mueller Municipal Ap  U,722540,30.29,-97.74,78705
TX,G4802110,Childress Muni AP,723660,34.433,-100.283,79201
TX,G4802130,Tyler Pounds Fld,722448,32.35,-95.4,75704
TX,G4802150,Mcallen Miller Intl Ap  Edinbu,722506,26.31,-98.17,78541
TX,G4802170,Waco Regional Ap,722560,31.62,-97.23,76702
TX,G4802190,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4802210,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4802230,Greenville Majors,722588,33.07,-96.07,75402
TX,G4802250,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4802270,Midland International Ap,722650,31.95,-102.18,79712
TX,G4802290,El Paso International Ap  Ut,722700,31.77,-106.5,79902
TX,G4802310,Greenville Majors,722588,33.07,-96.07,75402
TX,G4802330,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4802350,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4802370,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4802390,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4802410,Port Arthur Jefferson County,722410,29.95,-94.02,77705
TX,G4802430,Marfa Ap,722640,30.37,-104.02,79843
TX,G4802450,Port Arthur Jefferson County,722410,29.95,-94.02,77705
TX,G4802470,Alice Intl Ap,722517,27.73,-98.03,78332
TX,G4802490,Alice Intl Ap,722517,27.73,-98.03,78332
TX,G4802510,Fort Worth Nas,722595,32.77,-97.45,76108
TX,G4802530,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4802550,San Antonio Stinson,722523,29.33,-98.47,78235
TX,G4802570,Greenville Majors,722588,33.07,-96.07,75402
TX,G4802590,San Antonio Intl Ap,722530,29.53,-98.47,
TX,G4802610,Kingsville,722516,27.5,-97.82,78316
TX,G4802650,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4802670,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4802690,Childress Municipal Ap,723604,34.43,-100.28,79201
TX,G4802710,Del Rio Laughlin Afb,722615,29.37,-100.78,78843
TX,G4802730,Kingsville,722516,27.5,-97.82,78316
TX,G4802750,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4802770,Cox Fld,722587,33.63,-95.45,75416
TX,G4802790,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4802810,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4802830,Cotulla Faa Ap,722526,28.45,-99.22,78014
TX,G4802850,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4802870,College Station Easterwood Fl,722445,30.58,-96.37,77862
TX,G4802890,College Station-Easterwood AP,747460,30.583,-96.367,77862
TX,G4802910,Houston Bush Intercontinental,722430,30,-95.37,77073
TX,G4802930,Waco Regional Ap,722560,31.62,-97.23,76702
OK,G4802950,Gage Airport,723527,36.3,-99.77,73843
TX,G4802970,Alice Intl Ap,722517,27.73,-98.03,78332
TX,G4802990,Robert Gray Aaf,722576,31.07,-97.83,
TX,G4803010,Wink Winkler County Ap,722656,31.78,-103.2,79789
TX,G4803030,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4803050,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4803070,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4803090,Waco Regional Ap,722560,31.62,-97.23,76702
TX,G4803110,Alice Intl Ap,722517,27.73,-98.03,78332
TX,G4803130,College Station-Easterwood AP,747460,30.583,-96.367,77862
LA,G4803150,Shreveport Regional Arpt,722480,32.45,-93.82,71109
TX,G4803170,Midland International Ap,722650,31.95,-102.18,79712
TX,G4803190,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4803210,Palacios Municipal Ap,722555,28.72,-96.25,77465
TX,G4803230,Del Rio Laughlin Afb,722615,29.37,-100.78,78843
TX,G4803250,Hondo Municipal Ap,722533,29.37,-99.17,78861
TX,G4803270,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4803290,Midland International Ap,722650,31.95,-102.18,79712
TX,G4803310,Draughon Miller Cen,722577,31.15,-97.4,76504
TX,G4803330,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4803350,Abilene-Dyess AFB,720965,32.433,-99.85,79563
TX,G4803370,Fort Worth Alliance,722594,32.98,-97.32,76177
TX,G4803390,Houston D W  Hooks,722429,30.07,-95.55,77379
TX,G4803410,Dalhart Muni AP,747360,36.017,-102.55,79022
AR,G4803430,Texarkana Webb Field,723418,33.45,-94,71854
TX,G4803450,Childress Muni AP,723660,34.433,-100.283,79201
TX,G4803470,Nacogdoches  Awos,722499,31.58,-94.72,75964
TX,G4803490,Dallas Redbird Arpt,722599,32.68,-96.87,75237
LA,G4803510,Lake Charles Wb Airp,722404,30.22,-93.17,70602
TX,G4803550,Corpus Christi Nas,722515,27.68,-97.28,78418
TX,G4803570,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4803590,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4803610,Port Arthur Jefferson County,722410,29.95,-94.02,77705
TX,G4803630,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
LA,G4803650,Shreveport Regional Arpt,722480,32.45,-93.82,71109
TX,G4803670,Fort Worth Nas,722595,32.77,-97.45,76108
NM,G4803690,Clovis Muni   Awos,722689,34.43,-103.08,88135
TX,G4803710,Wink Winkler County Ap,722656,31.78,-103.2,79789
TX,G4803730,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4803750,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4803770,Marfa Ap,722640,30.37,-104.02,79843
TX,G4803790,Greenville Majors,722588,33.07,-96.07,75402
TX,G4803810,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4803830,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4803850,Hondo Municipal Ap,722533,29.37,-99.17,78861
TX,G4803870,Cox Fld,722587,33.63,-95.45,75416
TX,G4803890,Wink Winkler County Ap,722656,31.78,-103.2,79789
TX,G4803910,Rockport Aransas Co,722524,28.08,-97.05,78382
TX,G4803930,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4803950,College Station-Easterwood AP,747460,30.583,-96.367,77862
TX,G4803970,Greenville Majors,722588,33.07,-96.07,75402
TX,G4803990,Abilene-Dyess AFB,720965,32.433,-99.85,79563
TX,G4804010,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684
TX,G4804030,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4804050,Nacogdoches  Awos,722499,31.58,-94.72,75964
TX,G4804070,Houston Bush Intercontinental,722430,30,-95.37,77073
TX,G4804090,Corpus Christi Intl Arpt  Ut,722510,27.88,-97.63,78426
TX,G4804110,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4804130,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4804150,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4804170,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4804190,Nacogdoches  Awos,722499,31.58,-94.72,75964
TX,G4804210,Dalhart Municipal Ap,722636,36.02,-102.55,79022
TX,G4804230,Tyler Pounds Fld,722448,32.35,-95.4,75704
TX,G4804250,Fort Worth Nas,722595,32.77,-97.45,76108
TX,G4804270,Mcallen Miller Intl Ap  Edinbu,722506,26.31,-98.17,78541
TX,G4804290,Mineral Wells Municipal Ap,722597,32.78,-98.07,76067
TX,G4804310,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4804350,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4804370,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4804390,Fort Worth Meacham Intl AP,747390,32.817,-97.367,76106
TX,G4804410,Abilene Regional Ap  Ut,722660,32.47,-99.71,79699
TX,G4804430,Marfa Ap,722640,30.37,-104.02,79843
TX,G4804450,Lubbock International Ap,722670,33.67,-101.82,79350
TX,G4804470,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311
TX,G4804490,Cox Fld,722587,33.63,-95.45,75416
TX,G4804510,San Angelo Mathis Field,722630,31.35,-100.5,76904
TX,G4804530,Camp Mabry,722544,30.32,-97.77,78731
TX,G4804550,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4804570,Lufkin Angelina Co,722446,31.23,-94.75,75941
TX,G4804590,Longview Gregg County Ap  Over,722470,32.29,-94.98,75684
TX,G4804610,Midland International Ap,722650,31.95,-102.18,79712
TX,G4804630,Hondo Municipal Ap,722533,29.37,-99.17,78861
TX,G4804650,Del Rio  Ut,722610,29.38,-100.91,78840
TX,G4804670,Tyler Pounds Fld,722448,32.35,-95.4,75704
TX,G4804690,Victoria Regional Ap,722550,28.87,-96.93,
TX,G4804710,Houston D W  Hooks,722429,30.07,-95.55,77379
TX,G4804730,Houston D W  Hooks,722429,30.07,-95.55,77379
TX,G4804750,Wink Winkler County Ap,722656,31.78,-103.2,79789
TX,G4804770,College Station Easterwood Fl,722445,30.58,-96.37,77862
TX,G4804790,Laredo Intl Ap  Ut,722520,27.57,-99.49,78045
TX,G4804810,Palacios Municipal Ap,722555,28.72,-96.25,77465
TX,G4804830,Amarillo International Ap  Can,723630,34.99,-101.9,79015
TX,G4804850,Wichita Falls Municipal Arpt,723510,33.98,-98.5,76311
